Numero_Vente,Identifiant_Client,Identifiant_Produit,Quantité
8ae09c12-57c0-41f1-9e48-dfa1457c4ed8,810,139,9
4adec9ea-daae-4f72-a442-3945ba3468f0,173,460,2
afee2730-aa13-420f-9836-cb01095390ac,182,23,1
f27ee63a-1d8b-4f09-9d21-d19560147c09,144,19,3
c497b8e0-95a6-4ab5-adda-e5619626a786,386,131,9
18150d05-9204-4e55-9830-015e78c7ccf9,93,59,9
8d5bb091-0601-4360-8092-c69c12fc9567,317,337,5
11a3d4f1-115d-44d2-a630-0483ef6fd67c,42,344,1
35917352-ed08-4694-88cf-3c03d832ef26,238,361,6
118ac95f-6d5c-4a8f-88b4-8b6fb922bfe4,807,473,2
5cc6045f-8581-4d91-b050-dd918518aeb8,428,190,5
fcee9a22-f217-4e60-880f-5f9975930a68,748,203,6
263faa76-4fb5-44d8-85e9-507d090fa52f,292,111,5
7ed6e7e4-1980-434f-8ab8-368f361a9d6e,478,155,4
c7172d38-51d9-4a92-8ba5-29f1bb00e108,585,47,2
d5f2bfc9-1303-4798-9e37-587d6e4bec96,303,99,4
f6327c81-7a12-4318-b79f-fbc1bfa88876,738,258,7
388dd2b5-5292-4230-9012-380409f199f8,146,7,5
dd773359-20e4-4226-80e0-9b05bd0ba8e8,11,304,7
43f60688-ce29-461a-9430-ad9c06105c48,499,58,6
79940238-2912-4ca6-9f58-75c0d0969b2a,610,95,5
6dd0803f-f6cf-4ffb-812d-89a1df5b2cf9,640,382,8
2f4707b0-ac27-4ce7-93b3-01d639d176c9,297,413,2
559eb091-5551-4e17-9467-4ba966a302c3,348,121,2
6b7cc500-c597-4d16-9a08-2c0e8b8e62fc,762,302,7
59ea4946-98a6-472e-9f26-975ef1a0859e,804,293,7
dc579932-b720-40b8-97cb-975f987518c7,616,426,6
7c6ce44f-5629-4ef4-9ac4-c76580d658f3,243,445,1
786ee372-3a8d-4c17-ac1b-17005ba2bddb,349,104,2
8836a1e6-c66a-4a7d-b984-413293d8815b,133,244,4
3f28cadb-4bef-4a68-84c4-f5812bc80044,906,88,7
ab967050-17a6-419f-80a8-a19f12cbf38e,976,436,9
7668b2e2-a6af-4802-a95a-81550e15cdd6,317,480,5
b5105145-1ece-4727-b16a-3d00bf7ae300,627,415,2
2e0d277d-3361-4ebf-bc71-9515e97ad1c1,507,347,4
c95161d4-303e-4b51-951e-ee6cd78d17fe,901,294,3
d189b232-0f1b-4dbb-b5ef-c5b7278f69cf,713,389,3
94131adb-8f17-4ea9-9d44-a55c76e4da51,456,147,4
471e0293-0641-4f34-a022-081ea540ea47,962,262,7
edd7564f-71dd-4365-9a0b-244050a1124a,972,197,1
1e7212fe-89e7-4091-8958-470b836d4f66,787,214,7
8a674b42-db2d-4fa3-b43c-1a82d1ba3cb6,25,405,8
b14d88df-0a7d-4f21-9b1d-177cc7c42219,372,366,5
308b79ab-923f-4301-a285-e969501663e3,165,381,6
27fd7643-086f-4967-a30b-a6b6e3550c12,438,303,7
15bb9e80-4852-4452-afe2-beeac189635e,851,51,9
78b73419-3bbf-4060-9daf-4872bf5ba1e3,77,388,6
8da49362-f72d-495e-a714-2d3093965bf5,522,133,2
f556b6f2-4d07-4a59-b09a-96e334fbfd09,654,387,9
64a01794-d737-4f81-9a5a-5fa3b0c1407f,572,474,8
94d2f058-a5f2-4cf2-8230-052c06326cba,495,26,3
38b159cf-cfcf-4cad-aed5-70e6142ca7e9,255,87,9
632372c2-30e4-4a7c-8173-acbf95293a82,478,100,3
720915f8-3ad0-4958-a8fe-1f4df37ea4ff,897,363,1
5055aae8-b813-4f9d-9c87-6c831fced231,531,56,9
fea76d72-9718-42a8-ba21-c9ff25e4ce73,985,274,4
68345ec2-b761-4d9e-8952-5b5072370f6e,549,427,6
ab2e8a9e-506f-454a-9020-f58823975c41,712,227,9
cd71da1d-45b2-4f70-aae5-a2ce7886fc5a,955,375,1
77cdf14a-8bd7-42d3-b329-22798ad99a02,362,157,5
ef3b9d5d-fc18-4efa-a195-81e3b7c21052,952,172,4
aa82b9f9-4e5b-4d9c-aa8a-f2a07696b69b,824,24,5
bf06f2df-bc90-4023-8b64-6ee144aed2b1,382,333,5
285a6504-474b-4e9b-a585-bf655e039e0f,422,91,7
5c93e5e5-1b4a-4319-958b-e5e6d2a6dbe3,445,227,4
37f6187e-cc84-4cc5-adc8-ccfc2ff5f8ba,19,185,7
2ad34809-b577-4d59-a9f2-bc69b15f7526,465,31,9
6c651d54-8bf5-4df1-b599-1540aae4c09e,264,164,7
a6b5ed3e-6360-4ac7-baa3-6d5d8b0d2aeb,82,53,3
1aaa6d93-5f39-41e1-9833-fd3f5ca2e472,498,397,2
4b5963da-e2d4-4d3f-88a3-323ff1ac58fd,957,436,9
20713184-1738-417a-8309-0ca38df3f07b,891,14,6
f4aa8d1b-8a85-4bef-98b2-ad706df0e7dd,966,183,4
6a9331e8-ac0e-4310-bb65-8cff0ec7e5b3,253,467,1
1cfbfa34-87b3-47ee-b4d0-639d9fe18b74,775,41,9
0021ce53-7115-4f59-a029-7e14b3b9a914,508,129,3
dbc5e1aa-8ee8-49dd-89fe-afa0601fa5be,360,276,3
7e47abfb-29bf-4ca4-9140-fddccd8d7df7,218,172,2
c16e759a-1840-4558-82b2-1dff88745a80,645,389,2
62f6cded-4beb-4bdf-8ee7-81bf857bc36a,710,104,9
4df62ad9-ab59-4590-987f-5dd95ddb4bfc,558,298,7
2d42041f-de74-4211-9a1a-3cfab33f633d,47,60,5
5f12f3e4-2eb3-4be0-8c79-2c1ffd98eeb1,94,353,4
6f3cb4d2-cfb8-43cd-a798-7b79a1686153,263,456,5
a2b3a6b2-3218-4a1b-8d50-34575a8698dd,330,197,8
e4051f52-b97f-45d7-b805-7154ab5a12c0,369,285,7
e11e23a2-cd52-425d-b0da-d599bf559b72,396,13,6
dbc8ed63-f9c3-42da-a59d-6f413033382b,830,365,5
f6b002ea-e669-4cf1-b376-e5a624d9a81e,938,194,8
8f9c254c-aa21-487c-b50c-ad1ace160ffc,940,34,2
6a5cc2b6-bda1-41c4-aa37-5897aa7d3e23,612,303,5
bc259184-6b50-4673-b563-34efc0884f7b,180,492,4
660e7dd1-be12-4246-b512-037719d07e82,214,169,2
73a679c1-1513-41f6-8e48-89aa5534984a,193,370,5
325bb41f-74bf-4403-8679-7b7f866367e0,632,10,1
bf936257-0b3a-4233-815e-9ba5e2119e11,686,101,5
883c25bf-53ac-4352-82ae-fd495c7913b1,345,285,6
131474b1-de03-4fe0-852d-a37e55a65bd8,373,496,5
bac5033a-8dcc-41eb-a5fd-ffcbd6074bca,188,138,2
caedd92c-c58c-4234-bd12-6678ab786b1f,332,396,4
15a3ea84-cd2d-4a30-b78d-a708a9127178,84,15,5
376e5bd3-9451-45fa-92d4-3b851bc79ee8,865,425,3
b16126f7-292a-4319-b184-946870ca60c9,44,13,6
4bd9266a-f3dd-4654-8db7-e26a81579650,961,301,9
15bff1da-cdde-408c-80dc-9f5459f81714,228,465,1
2dbecf45-30ca-4716-be25-d40eb1b3b0e3,634,448,4
1b8a5d7f-ea97-4607-8937-2bfe6d2bd35b,364,168,2
7c612b7e-04a2-4d86-b89f-c1874fdd07b7,150,281,3
ec3db230-1fc0-4677-aa42-102dc43bc732,565,239,9
8986ba69-601d-44f0-af4f-132e222e6ed7,48,132,5
2887901c-01ee-4ef1-a058-1ce5bdabd272,4,169,6
1935bdb1-6f37-49b9-96e5-c08ed9c8e718,651,475,2
40c0be48-1661-4da9-ab7d-9917901c6203,545,353,3
7bd75f20-ca5a-4c2e-9326-d9a0c1e5d665,342,26,2
9f074c36-4e58-4560-90a1-b09d63bfa996,199,385,5
17ca82c9-8367-4768-bb49-7d7f80f61051,40,367,4
d186178a-3f6b-42f1-8c5b-2b56e98dff38,451,249,9
1c96ca63-2812-4b34-a753-e70cb6bccf69,375,277,2
8ef23c01-0d8b-4622-b14f-1f611436bc0d,355,117,1
8fabfd25-a19a-456e-bbd5-3d159237a892,127,365,3
7d277de4-3ba6-44b4-9e48-d451eff687fa,996,78,5
7e01928a-6de7-4619-b95e-8890e058d799,885,419,9
46eba5ff-2b38-4d1d-8791-905f40b12d77,975,291,7
846e6f7a-606d-4f3b-93a0-981cc142dc71,38,427,8
8556c68b-d7fa-42b7-a3c7-4c32a4260125,400,421,6
1ccecf5c-867b-4c89-8057-451b0584a4ce,776,69,4
a4085b99-f3ea-4088-a634-ac56ea9a20b3,894,420,8
e05597d6-0a40-4816-9486-193a4240e3a3,34,33,6
856c2b56-a85b-4edf-93f2-13bf703a0771,330,258,6
3f905349-9e47-4596-a938-e3efe4e8defd,402,431,8
24ff7d96-1197-49ec-8f90-181c4fcf9468,123,313,6
cc123fdb-9e8e-4d9f-9988-becf271fddfc,526,498,7
e14cf365-ca29-439b-8686-2d641341554d,681,174,7
7f0ba84c-08fb-46f8-8118-1f191da20591,806,8,3
4858f871-23e9-40c0-89c1-e238ee0d5fb2,180,474,3
d213531b-742b-49ac-96dc-81f2dd29bf0c,778,238,4
c0d435f4-b2a2-4f3e-9130-ccda1531c38c,63,222,8
6a654114-4e45-401e-8fbf-e10e568b1f24,512,147,5
4b7ec9e9-2185-4fc1-96f2-3f2d2664535a,960,358,4
9b57758c-9cf0-4acd-a8cd-56ccb5f33140,765,206,4
56ce6c29-8377-42d3-a915-99022011f3b1,477,163,9
084988ce-bbfa-4979-9a25-689bd6eceb28,851,39,2
4440d023-d402-489e-b36f-61a10c3521a8,558,91,4
f9cde296-96a7-4337-85cb-e7edf0efcf04,285,162,7
409a0f13-17a1-4c70-a08d-44f0b265322f,839,106,8
cc16a3db-5251-4d72-8a54-0ba43187925c,80,15,6
77de4244-9e68-4452-af71-9424ad721aa0,472,18,6
e6b855d9-fcf5-4c2a-89fd-33b018d90799,295,214,6
bbbeb03b-ef44-4809-846a-2fc61281622e,590,277,2
7e841c25-c7eb-46ef-8f8a-d465b4431152,357,99,1
8e780784-6177-450b-813a-e43572f2f884,420,323,6
352ac642-1f3d-4fbb-81f9-ce8aa320ae39,291,249,3
555152c3-3018-4d2a-84fc-ac28ed4e027c,935,270,1
4aecbd02-d172-4c6c-ae88-ba9fc56a9641,683,439,2
f1c128fe-1bb9-400c-8441-35f1a332d354,326,471,6
ebd10b63-a586-4497-8b4a-c71a690c94b7,633,286,6
5461eb1f-1f1c-4abd-8c81-e49e46743a21,896,239,1
e1865941-ddb2-4070-8b7d-002f0dcbb052,701,386,9
65f6fe2d-3574-471e-9b54-c009fc17d6e3,739,284,9
100a054e-ae79-48be-86fe-b3f93b631eb6,291,413,4
51457da6-e678-4213-a6ed-69b8ac9516d6,966,86,1
9bb10b7d-0491-4e45-9710-638dde8fc7be,632,248,5
4c82327a-7d3b-4e67-9953-ef4f1319e794,417,283,3
5a33735e-0791-4923-ae73-432b4fc42153,674,492,5
ea7a8907-c490-4479-93f5-f87cdd978234,23,268,5
ceafbd12-db9e-48b5-9f62-5a93304832fd,199,88,6
4a5f22cc-a75b-43c5-8518-349adcdb5ba4,662,30,4
0dfb39d1-2d1d-4269-a8ff-a016969aadfa,635,368,7
4c6680e1-076e-4987-8da3-50b374d49a30,269,493,6
f7134aa8-2850-4a9a-ad40-49853b94bb78,290,466,2
526cf31b-36b9-4dce-bb17-273579b0ee1a,733,444,2
b1d74428-7da0-4959-8a4a-934602f7766f,90,437,9
24d18d03-0602-4abe-ac2a-21a19dcb379c,165,323,2
976a4aaa-4445-43c8-94af-c9ae3d9990a2,613,116,2
c700f70d-f6fd-46f8-b6a7-ad0998a8b731,497,293,7
6955c6cd-8d25-4776-8f30-03413dfc505e,580,215,1
3d89d9eb-9b23-4cf1-a159-095e2d4c8fde,568,185,7
bdadefec-ed72-4f92-87d7-114eaead1096,603,448,7
64b04d1c-2521-47d7-a605-9fd2dd9a9ea0,666,110,6
7055127f-319a-45ed-a8b2-1333fafb6187,878,415,8
d659f6f7-66cd-4583-ad62-f7119f1ed93d,586,211,6
0367ecac-b2e5-4ebf-93bd-19c95fee60ae,76,6,9
05a103bb-d2c7-4c04-b912-fb6a642ebd1b,864,254,7
25fb2860-b1c5-452e-b60a-1c58aa2cec55,28,241,3
7d140954-4939-49ce-838d-9a9479310a2a,785,338,6
5f8e7a93-89a3-451f-90cf-e06ab0b771af,151,192,7
8c140f1f-57b7-43ab-a1d2-d26b697c173d,105,226,1
7d452ff5-2f5a-49b5-a3a9-6a995ea84fcf,719,53,9
63617a75-ff90-493b-a186-6b815b7f5a3a,837,495,9
2f5eb592-d661-43e6-b959-45ab54436f10,971,190,2
d4988754-950f-4973-9946-4cb8b352da78,430,239,2
c644ca88-bb78-426c-99ae-b402e106de31,955,245,1
f1e0f929-618d-4009-b95d-2f666ec4f00e,284,291,9
8458164c-30ad-483b-aafb-8e3876502da5,869,352,1
643d5dff-c970-4ae7-a886-57a139f148ab,178,327,4
e273715e-087f-41ae-9fbf-f54413499e5f,674,226,1
19675d47-26f2-4aad-9dd2-5883d232734c,28,98,9
4afcd8c6-ec66-41f5-b04f-95573953a686,497,74,9
28750b58-40a9-458f-96a4-df21a9cc47c0,491,24,2
f7c14e13-2cf2-4b35-ba6b-543fe275e2b6,121,371,1
fd487aec-4dd4-40f4-a24d-4a706c8e0a03,890,31,8
77c4bed7-1e79-4aa7-8f0a-7a73e2940b2d,558,492,5
eafb3c8a-6b41-4f91-8cbd-fd06fbcf2cd3,575,387,4
ca20f2b5-84f5-4fd0-b290-1285b06f34fb,991,453,5
cb663d08-a54d-42d6-b0e4-c3ffe15618c2,355,328,8
9b766337-b1a1-4cb6-b73f-190b492b5d32,416,461,8
56b7f7d3-436d-40b2-9742-2e21cd73bf8b,861,30,5
74200028-2164-4967-852d-3faa93bfa375,557,370,8
e45cf53b-eea8-44be-9b5b-f7a08d3f6413,546,65,1
b2e53127-9eae-4492-973f-694a112a50ab,914,14,2
10ed161a-f4d3-420c-bb05-39383daf6117,820,229,2
f08ffcb0-410c-47d9-9e3c-837c76ae2279,470,29,5
f30d2d7d-3ace-4d57-a9a2-1a42d31fb246,772,338,5
47f05a87-c7c6-4447-975c-b11c4ebd306c,164,213,6
ef67ffe1-8c33-4dea-93a1-b69316ae64f7,656,408,9
e32624d9-3b2f-4533-b204-600f00ffbfe9,859,487,1
5c8fe2a9-34ba-465f-b37f-3d7177ec5595,830,196,4
62b6cae6-f991-443d-806a-36b43738b01b,443,454,4
c2205e88-9103-4e5b-9bd1-9a8fb6b0900a,5,91,6
fc30775d-be4b-4a81-930d-792cdf018d89,705,100,9
b42796f8-d09e-4d13-aa73-c24aadaafd09,865,484,1
3c289b4f-2e4d-464f-b646-e82708ee4f8f,115,177,9
1831d36b-a99e-4665-afed-7fdcfb58ca9d,72,476,8
8025c1fb-35b4-40d2-93a9-6e1fe4a2f37b,350,392,8
6c98d9be-b7e6-45cd-93e0-31e2ac372351,13,248,1
0f604a73-3291-4364-95dc-28ca111455f7,13,34,8
15b39a33-6d37-4c17-a27d-36e1f2154456,476,50,4
2476ac9f-9ccb-4a97-b532-121121d12961,934,354,5
656586d8-40ce-44a4-9ba9-fba5791230e0,398,46,1
edbc70fa-4f48-43b8-b73c-4e5a1696021d,974,82,6
0c1a1879-4af8-46a3-bea7-27b8059b131d,75,200,8
cefd79fd-2845-4292-ae5a-dbce224e7786,500,164,7
f78bd1eb-3b82-41ac-8971-0dbab4ac7d02,570,161,4
60b4ff67-de8e-4f4c-84cf-1523e02d1f9a,905,402,2
c63083f7-1a86-41db-8cc8-bd19a30cc46f,442,249,3
b04a87bf-4c73-4f0c-8c3e-6eccb110d24f,123,404,8
ce1fb47f-61bd-4a4b-b85a-ac647456c8b0,136,380,7
ed75cf14-9671-48b2-bcc9-7dbbedb6d8cf,756,191,5
77615e5f-bb48-4533-b10c-be5047403b52,952,238,1
ee3cec6c-e775-43fd-b44b-c2ef4f217c42,662,39,8
26d70198-2152-4ef4-95b4-f2247b6fb9dd,82,154,5
7c7a51f8-b116-44f7-aaa4-2b4b1498fe6f,950,142,4
4af595c0-b93b-4de4-81ec-5633ef688fdb,38,430,9
132e6017-d7fc-49ec-8708-d5178aedb3e4,954,243,4
f22454e3-a051-4ffe-ac6a-dea4d7d7664a,188,50,3
e8e3eda6-f7d7-49f9-93dc-b4b96cdc2dce,727,354,4
d58a66df-f1db-4e9b-b7f7-0b663eff1163,27,21,8
608f3b6d-84fa-437d-b4ac-3cf903067018,178,57,3
7c5e0817-83a7-449a-9c89-b3885456d44c,797,487,5
e82c1443-0d19-40b6-a48b-3f8604114725,193,380,8
e042477a-411c-45bd-a624-0b57329c2644,42,154,7
542f8deb-bc45-463f-b0a8-c062bde86cc8,775,267,7
774f8d82-43bb-4fbf-8fe0-9546b0488aee,771,257,9
11ac3ca3-45f3-448d-bed1-5e60b42a7ca0,493,319,3
6cab320f-f8ab-4d2b-99b8-fe7e490bc970,692,442,7
6049c61f-8373-4848-8133-60952ae6dee0,812,436,5
4f82d3c8-b6dd-4e3a-83ba-e755995345a7,662,39,9
df6be4e0-0fa4-45df-9fd8-02a377803a1d,750,353,9
d627bbb7-865b-4914-aa9a-d73c9ffa09cb,316,269,4
da3b26eb-488f-4fce-b483-ad2837072281,61,66,4
4568141a-bd19-44de-b5ce-e6c41405a692,396,162,1
b3d2dc72-569c-499e-9b84-95c47c7e97fb,886,483,3
db92fc25-7967-458c-a5df-5822cf897162,906,372,9
251a3790-d784-41bd-80f8-8f1ca2fdab10,221,308,6
d4af826e-4b5a-4375-8801-a39bfdcc7f4f,632,208,6
a4abdf1c-3fed-48f2-a73a-43495f4bad2a,876,326,3
127c46ef-7791-49c7-9387-f7144fdb5745,948,400,7
8520b305-687e-40bf-bdeb-6a0d1ef6a6b6,463,277,1
6b14e74c-83a5-4363-b9d4-35d16328dc45,97,84,7
ab0d6e23-0529-468a-858d-b55406d1bfc6,208,100,2
7b9c6051-f0c2-4054-baad-01ea2bef9fb9,511,270,5
5776a91e-a867-4db2-8d16-8223bae070ab,448,8,9
afed7775-eb44-4ce4-9815-f3bc7ea9e674,936,383,8
61640371-7977-4ac4-8447-b888eeae44e7,201,296,5
d3572c7e-2a2e-4ef7-9976-eb4d81389f1f,729,425,6
7c5c0b7f-42de-4400-87ee-a5a108f8d372,737,476,9
759e1fb3-c831-4eb4-85c7-652891a18c5b,460,470,9
86019759-5cf1-4623-b2d0-8fa6c96876b5,419,253,3
569efe89-46fd-413c-bde3-71a02edd513e,590,287,8
34f9e449-6111-46a5-b6ef-6738cdbfcc22,212,296,4
80dfec8e-fddc-40f3-abf9-2c604e316448,324,266,2
b2e9baca-5b55-47bd-b218-86b03186ed00,790,157,5
bef3bbb3-32e8-47af-9821-ff5b0c932d49,447,249,7
5c3fcafb-295f-4a9e-9014-c22f7de0f61f,888,216,3
4b06287e-1c3f-40e4-9359-74c0f91c5207,140,291,8
9e2c14ad-33ab-4d26-89bf-efac19c0dd1e,978,57,1
e909724e-1f4f-4be8-bf9e-b45ac75a4d8f,447,495,5
f95fe5db-7f32-4956-bde2-1a33c6ca0d55,183,190,5
ff532c14-7d1c-4872-888a-79df374e720a,835,492,7
2d62a746-e461-4fc4-852e-17cfc1880473,886,380,8
a786dbb9-9cef-4149-9135-b593760aed8d,503,201,7
42ab7fc0-c6a2-4cb0-9a10-7f8052162474,630,257,4
c2313b93-287f-46ba-9658-10746058b779,497,415,8
908b4e4a-23f0-4acd-ab3a-f7ae6a5c7da8,990,121,8
66a70e2e-a602-4372-a83f-e02cf8851307,601,255,4
b6a7057c-9325-4da7-a6ca-3216e1227b75,373,393,1
d1926714-feeb-4aad-a210-3a33ddf5480d,718,234,5
c1cc87b7-f1b7-45a4-a77f-83525c40d0c5,766,273,3
ee4e2ecd-5375-4df6-b10f-d971f83cadab,511,293,3
37091745-e74a-43a1-9745-a9fc0a85a974,229,157,3
038f6c44-21e7-4ab1-87d0-15acfb763e17,270,233,8
8b93f9fb-0df6-487a-8c4a-65688356ca3c,663,438,9
64ccdc89-7599-449b-82f3-b760275fdee3,148,301,2
7be6cc8a-d530-496f-b721-727660d57185,520,154,1
86665abe-a6f7-4bcd-9fa2-8ffbcdaf9c51,955,479,7
de288c41-7c70-442f-8996-4a183abcedf8,557,311,7
e2c32f12-6bac-491f-a3e1-e6ce93ee63e5,257,225,7
d1d3d3a9-56f8-42aa-a3f1-c718cd3bb21d,614,439,8
f6188b54-912f-4849-a575-c1aea95bcb0e,826,150,9
adbcc4e7-964a-413d-8446-17151a99d9e6,455,287,5
2c5425e5-9706-4a3a-81a0-59b81bfcc173,196,411,8
08f8e9ee-1f34-485a-a5c6-6c91998dfe74,4,243,2
b89c8401-a57c-4b21-99d6-566266a4161e,57,467,7
fc1513ac-0547-4eb0-b086-0c32bab356e3,847,86,5
390c1166-fc0a-40f5-bd7f-e34440a438d5,762,287,7
4bc831bf-f27f-461d-8724-059ad7233721,963,413,6
8e694a17-0429-480c-a14e-d8ac75c91665,312,347,3
2220631b-1e3e-4ccf-ad59-acebf22ec5b5,20,143,5
cada1bb8-44db-4d54-8ad4-c3742317dca7,789,411,3
96e6589b-d358-4ba5-8acb-85f76a598c35,888,492,5
bcc4ffcd-0468-456b-82e5-bc8111f36679,465,131,5
8182799e-3829-4708-96b5-4871e977ef41,709,68,2
3ad88929-eb80-4de7-95c6-2ece52c7e363,966,276,9
1bd5026b-452e-479a-b8cd-2bc142f09a28,802,73,6
d00ef9bd-ba72-443c-89b8-7eb56b28375c,16,272,7
5d220dab-6ca8-4980-b3ac-83fab36ce760,453,446,6
9a8150ea-0fbd-42bc-ab7c-afbf156ab380,64,184,2
27891cf7-7e81-45e5-91f4-520daeaa3849,350,105,9
9ace9502-8e02-4cb9-a710-8b8c1086612a,528,397,6
57bb7ead-d1e9-4aa9-b746-fe376063affa,680,29,7
6531e41a-55a6-4229-9531-5de5ce04fe2c,250,105,9
590162e4-0263-46be-990e-21f05c40c6b6,505,392,3
ec101ac4-43d9-4b95-87b8-a08b366504b1,103,356,4
5aef4b42-8ecd-4995-bb98-a446120747d5,1,448,3
e67235b1-2748-4a7c-90fc-c01d96460f35,581,321,9
7409f7fe-315e-4a3c-a89e-cb38db5fb063,470,396,8
2d61efb3-e79a-44b6-aba3-4db9ade5ae45,930,407,8
30a15af0-a15e-4c41-be9d-929b475acf93,148,146,2
d21693f7-2431-4750-aa3a-28ab596a8986,725,177,4
3f68f7fa-3b35-4542-8051-51d8fc370e2b,867,264,2
d60627a9-205e-4594-b1a4-8fb4db110d10,75,58,9
e451a273-048f-497d-b216-ecc1dea587b8,201,279,1
dede25f8-64df-44e3-ada7-eb0f7fe83760,538,314,6
62ce772d-7f53-4365-b9ce-fb655dbff439,562,236,1
ae521b79-2300-4442-b8a5-e8166a79e564,16,367,5
44b86592-f7c0-42e9-8ca8-b7ab8c69f9f4,239,95,9
d98f04fa-da71-4712-bce4-ad68827e773a,282,474,1
3bf6c8c1-984d-46f9-aa99-17c46dae0b28,138,101,2
52ca4484-9168-43ec-b912-f69bbd59361d,908,66,5
19539ec7-bfbd-43dc-ab24-e309eac3325e,984,372,3
8e7414de-0036-45e2-9511-9d71da350e51,942,454,9
9a7fbc08-3999-410b-a1fe-1dd2de07540c,862,489,3
a3d8fd97-ec18-40ca-be1b-884793a9edd4,368,166,3
d77ba3a7-558c-4276-b99e-355d31b3dd75,393,106,3
bfa1ba71-50ce-4460-832d-8f2fad69ab3f,165,99,5
b3f4db27-8d17-4097-92cd-047eb9eb31d7,354,359,1
7ad7d111-0976-42af-80d3-26b7a2fb3eeb,128,46,2
ffd7cdb4-09c1-4fc1-8d6b-b77275f41b11,109,130,4
2bbcb592-a079-47bb-a37d-c8d75061856d,628,426,5
f64d4e23-93b5-4a23-8c58-819b7a010d44,496,255,1
66af72a4-75f2-43f4-bdb0-1f3cbbf067f6,923,120,8
a9983ed6-7e3f-4a1f-b1a5-557765256948,50,187,9
de35c402-e6c5-4078-ab9e-04ffa3f68293,366,159,6
22d26c0c-f195-4f7a-bc00-78b840443b85,399,4,1
039776aa-c167-4267-a15d-8d55d9a79349,789,253,5
4b482110-ef0c-441c-b093-73bdf5f3aaff,766,243,2
78cc620d-1847-475d-b981-bfa121294a53,494,363,8
537984e7-5539-47f0-9d89-4cc851a80132,568,153,5
7b051737-4be1-4d09-ae2c-a9e4f145fe0e,277,34,6
123a2a06-8197-4d85-9e50-56330f43603d,107,395,7
a21bae59-3140-4a6d-936d-f54c28d7e24d,850,330,6
62c9f38c-5963-47fa-b7eb-a28456b9d521,650,305,9
c12bf3dc-985e-4126-8c8e-d9cff75568ba,468,107,6
3e9c9bb1-d3a7-4844-9ff1-e5c9777fffaf,380,193,8
5ae9ccf8-24f1-458f-bf00-fa544e671edc,45,399,6
56d4cd5e-917f-499e-96a5-6cc4712feed2,770,222,1
fdce377e-a129-4da6-82bf-416bd1653987,302,38,6
69ab994b-f4fd-4ebf-b9d1-f9dd76c4bac0,825,105,9
c5c152a0-3c44-4eae-a1dd-ea3e4e9da47f,80,419,4
a6490fe1-d71e-441d-ac12-290d66d1fe3b,33,181,6
ea9d451f-4df7-4e7b-a1aa-5fe91bf18be9,979,147,9
de56e728-a970-4e67-9a11-f7bd95a2b250,870,48,9
c609cdf6-8a05-4585-aeac-c9ea062ea025,58,417,6
11bb23b2-0b73-4af0-82cd-f091c3ce924e,527,459,1
3645162b-0d77-4414-a29d-53ebafbed37d,261,75,8
95b8eab1-828c-476e-8556-fe5414fad8b4,372,8,3
1fa9bce7-ac3a-407f-895c-0f79b4e193b2,471,319,9
ba240661-b468-4e5d-934a-add8a7bd173e,696,124,4
fc547ec9-7a3c-4dac-b673-8217b521f1df,548,495,9
1def5243-732b-4ced-834a-b02299504f9d,600,74,8
c55418f1-1d34-443b-9833-3d07292a97ff,20,264,5
81364a52-a5b7-4273-a842-271161503a11,446,86,3
7d5dbdc7-4e83-4a8b-ac2d-9ff6c71b5410,793,268,8
ef587d13-9680-4ed9-9305-65d997f52c57,335,93,7
8306d59b-4d1f-4f94-b512-190f5582fe74,658,343,5
7a047e9a-4fdc-4d5c-8afa-0a12f288f578,163,291,8
107b8596-322d-440c-acc1-9e2127393fbf,45,85,5
a3289ab1-c5fe-45df-acdc-866b5af08f83,248,60,1
3e586801-b0cc-4bb5-92aa-4ae23fb9c9c6,348,277,9
bf8001ca-f519-45f8-b7c1-a5042c4b7075,133,301,4
ed19150f-0fd7-4e1d-8618-a55e085093ed,25,55,5
187bac71-83da-4f2e-8324-726c7697d462,908,291,6
0833f0b0-bd75-4c61-abc5-fd3a22e23b8e,686,161,1
8b035040-21c4-4d72-bedb-d4e849dc3986,358,322,9
899bc3a8-f0d9-45d7-8423-0ccd81d000ab,883,468,5
8cf804e5-f21a-4285-88a2-6e5ca2c5667a,535,492,8
d4544299-2240-4f8b-bb66-1ad0fa5ecb5d,793,357,2
907d9931-aac1-47ce-8f63-5923fa506077,444,122,4
84092190-57bc-427a-9010-97bb55cb88a8,563,494,6
84f6387f-09fa-4fb3-afc6-1fe9fdca4329,127,133,3
8d9d2f9b-6a12-4b3b-a13d-b7eb3719a8ae,714,477,1
45e04b24-b6e6-4a65-b830-da40177f3e60,2,179,6
dbb2cc7c-dbe0-4249-8318-cf2be116f44c,403,349,7
619acf78-bf04-4355-94b1-24a5a338b198,694,434,3
9ae3fa80-1f6b-48dd-bac8-3d62907349c7,167,293,6
d74d915e-afa0-4927-8b23-86e3f86edb8a,524,257,4
8225c3c8-d7c9-47d8-b096-c9b507d313d5,570,265,8
c9e44db1-c0e9-4e41-94d8-77465d4b5dae,72,143,4
a4faf03f-6efe-41ae-8a35-86a6e76c6e05,375,202,5
6c24faf3-2783-44ea-858b-aafec5368430,946,53,4
f4f23619-1488-4ada-a0f0-641f3da1042c,108,17,6
